03-05-2006
PERIODO ,      .75 
AMORTIGUAMIENTO ,            .05 
CONDICIONES INICIALES,      Xo = ,         0            , Vo = ,       0 
ELASTICO
SISMO --> ,   11  Chile                  Mar  3/85   Vi¤a del Mar                  N-S
TIEMPO seg,   AT (g) ,      ACE (g) ,     VEL (m/s),    DES (m),      FZA (1/W)
31.6,-7.659902E-02,.231467,-.1061555,-3.107254E-02,-.2223787
31.6,-.0766011,.2314649,-.1061497,-3.107274E-02,-.2223802
31.605,-.0795583,.2336857,-9.091986E-02,-3.156544E-02,-.2259063
31.61,-8.013928E-02,.2353397,-7.550828E-02,-3.198148E-02,-.2288838
31.61,-.0801395,.2353394,-7.550238E-02,-3.198163E-02,-.2288849
31.615,-.0836065,.2364382,-.0599241,-3.232023E-02,-.2313082
31.62,-8.629757E-02,.2369502,-4.415539E-02,-3.258045E-02,-.2331705
31.62,-.0862986,.2369492,-4.414934E-02,-3.258054E-02,-.2331711
31.625,-.0886235,.236885,-.0282467,-3.276154E-02,-.2344665
31.63,-.0916521,.2362414,-1.223018E-02,-3.286276E-02,-.2351909
31.635,-8.781946E-02,.2350125,3.72074E-03,-3.288393E-02,-.2353424
31.635,-.087818,.235014,3.726779E-03,-3.288392E-02,-.2353424
31.64,-.0841776,.2332555,1.942128E-02,-3.282595E-02,-.2349275
31.645,-8.494211E-02,.232491,3.498345E-02,-3.268997E-02,-.2339543
31.645,-.0849424,.2324907,3.498939E-02,-.0326899,-.2339538
31.65,-.0825154,.2281051,5.038456E-02,-3.247636E-02,-.2324255
31.655,-8.067041E-02,.2247453,6.548515E-02,-3.218663E-02,-.230352
31.655,-.0806697,.2247461,6.549086E-02,-.0321865,-.2303511
31.66,-.0785487,.2208663,8.031678E-02,-3.182192E-02,-.2277419
31.665,-7.111783E-02,.2164905,.0947062,-.0313842,-.2246092
31.665,-.071115,.2164934,9.471158E-02,-3.138402E-02,-.2246079
31.67,-.0655168,.2116716,.1085562,-3.087572E-02,-.2209702
31.675,-.0620599,.2064086,.1219316,-3.029942E-02,-.2168457
31.68,-5.636188E-02,.2007071,.1348138,-2.965743E-02,-.2122511
31.68,-.0563597,.2007093,.1348186,-2.965717E-02,-.2122493
31.685,-.0508329,.1946065,.1471364,-2.895217E-02,-.2072037
31.69,-4.613379E-02,.1881268,.158895,-2.818699E-02,-.2017275
31.69,-.046132,.1881287,.1588994,-2.818668E-02,-.2017254
31.695,-.0395344,.1812794,.1700544,-2.736416E-02,-.1958388
31.7,-3.582402E-02,.1741088,.1806131,-2.648742E-02,-.1895641
31.7,-.0358226,.1741102,.180617,-2.648707E-02,-.1895617
31.705,-.038066,.1666066,.1907801,-2.555863E-02,-.182917
31.71,-.0361897,.1587568,.2005757,-2.458021E-02,-.1759147
31.715,-3.311137E-02,.1506164,.209858,-2.355407E-02,-.1685708
31.715,-.0331102,.1506176,.2098614,-2.355367E-02,-.168568
31.72,-.0328043,.142201,.2186549,-2.248238E-02,-.160901
31.725,-3.146891E-02,.1335125,.2269888,-2.136825E-02,-.1529275
31.725,-.0314684,.133513,.2269919,-2.136782E-02,-.1529244
31.73,-.0312747,.1245761,.2348563,-.0202132,-.1446611
31.735,-2.802304E-02,.1154058,.2421924,-1.902053E-02,-.1361254
31.735,-.0280218,.1154071,.2421951,-1.902007E-02,-.1361221
31.74,-.0218015,.1060403,.2488446,-1.779236E-02,-.1273356
31.745,-1.896778E-02,9.652681E-02,.2548093,-1.653318E-02,-.118324
31.745,-.0189667,.0965279,.2548115,-1.653269E-02,-.1183205
31.75,-.015826,8.685103E-02,.2601595,-1.524522E-02,-.1091064
31.755,-.0112679,7.705362E-02,.2648413,-1.393265E-02,-9.971262E-02
31.76,-7.323105E-03,6.716508E-02,.2688322,-.0125984,-9.016376E-02
31.76,-.0073216,6.716658E-02,.2688336,-1.259789E-02,-9.016009E-02
31.765,-.0030693,5.719874E-02,.2721368,-.0112454,-8.048065E-02
31.77,2.638283E-04,4.719095E-02,.2747644,-9.878105E-03,-7.069524E-02
31.77,.0002651,4.719222E-02,.2747653,-9.877581E-03,-7.069149E-02
31.775,.0032631,3.715078E-02,.2767463,-8.498767E-03,-6.082365E-02
31.78,7.095737E-03,2.710888E-02,.2780675,-7.111683E-03,-5.089661E-02
31.78,.0070972,2.711034E-02,.2780679,-7.111152E-03,-5.089281E-02
31.785,.0104827,1.708814E-02,.2787204,-5.719142E-03,-4.093053E-02
31.79,1.376495E-02,7.114673E-03,.2787193,-4.325505E-03,-3.095661E-02
31.79,.0137662,7.115925E-03,.2787192,-4.324974E-03,-3.095281E-02
31.795,.0177533,-2.795761E-03,.2780524,-2.932995E-03,-2.099074E-02
31.8,.0190585,-1.260662E-02,.2767725,-1.545938E-03,-1.106391E-02
31.805,1.934389E-02,-2.232201E-02,.274975,-1.665965E-04,-1.192292E-03
31.805,.019344,-.0223219,.2749742,-1.660721E-04,-1.188538E-03
31.81,.0228722,-3.192877E-02,.2726096,1.202926E-03,8.609053E-03
31.815,2.245436E-02,-4.137322E-02,.2697017,2.558661E-03,1.831172E-02
31.815,.0224542,-4.137338E-02,.2697005,2.559175E-03,.0183154
31.82,.0184059,-5.068126E-02,.2664424,3.899415E-03,2.790718E-02
31.825,1.839571E-02,-5.985149E-02,.2628309,5.222563E-03,3.737663E-02
31.825,.0183957,-5.985149E-02,.2628294,5.223065E-03,3.738023E-02
31.83,.0182427,-6.884022E-02,.2587768,6.527042E-03,4.671248E-02
31.835,.0144596,-7.763653E-02,.2543846,7.809832E-03,.0558931
31.84,1.739528E-02,-.0862594,.2495863,9.069785E-03,6.491028E-02
31.84,.0173964,-8.625828E-02,.2495844,9.07026E-03,6.491368E-02
31.845,.0258294,-9.463962E-02,.2440905,1.030458E-02,7.374744E-02
31.85,2.775597E-02,-.1027223,.2379392,1.150966E-02,8.237188E-02
31.85,.0277567,-.1027216,.2379367,1.151011E-02,8.237514E-02
31.855,.0302346,-.1105535,.2312873,1.268319E-02,9.077054E-02
31.86,3.554527E-02,-.1180907,.2240702,1.382165E-02,9.891827E-02
31.86,.0355473,-.1180887,.2240674,1.382208E-02,9.892132E-02
31.865,.0395956,-.1253013,.2162593,1.492294E-02,.1067999
31.87,4.387677E-02,-.1321765,.2079018,.0159834,.1143893
31.87,.0438784,-.1321749,.2078985,1.598379E-02,.1143922
31.875,.0483855,-.1386989,.1989971,1.700108E-02,.1216727
31.88,.0522503,-.1448446,.1895799,1.797257E-02,.1286254
31.885,5.705127E-02,-.1506052,.1796584,1.889572E-02,.1352322
31.885,.0570531,-.1506033,.1796545,1.889607E-02,.1352346
31.89,.0620497,-.1559579,.1692204,1.976832E-02,.1414771
31.895,5.906314E-02,-.1608833,.1584851,2.058749E-02,.1473397
31.895,.059062,-.1608845,.158481,2.058779E-02,.1473419
31.9,.0563801,-.1654366,.1476522,2.135303E-02,.1528185
31.905,5.814353E-02,-.1695913,.1366326,2.206375E-02,.1579049
31.905,.0581442,-.1695906,.1366283,2.206401E-02,.1579068
31.91,.0586745,-.1733134,.1253594,2.271895E-02,.1625941
31.915,6.083547E-02,-.1766133,.1138523,2.331699E-02,.1668741
31.915,.0608363,-.1766125,.1138479,2.331721E-02,.1668757
31.92,.0610402,-.179472,.1021319,2.385713E-02,.1707398
31.925,.0617846,-.1819005,9.026296E-02,.0243381,.174182
31.93,6.377225E-02,-.183888,7.821885E-02,2.475932E-02,.1771965
31.93,6.377301E-02,-.1838873,7.821421E-02,2.475947E-02,.1771976
31.935,.0593169,-.1854231,6.614425E-02,2.512024E-02,.1797796
31.94,5.519877E-02,-.186557,5.421901E-02,2.542104E-02,.1819323
31.94,.0551972,-.1865585,5.421449E-02,2.542114E-02,.181933
31.945,.0548301,-.1869256,4.236241E-02,2.566254E-02,.1836607
31.95,5.208814E-02,-.1875707,3.056173E-02,2.584478E-02,.1849649
31.95,.0520871,-.1875718,3.055725E-02,2.584484E-02,.1849653
31.955,.0489566,-.1874551,1.888756E-02,2.596836E-02,.1858494
31.96,.0464379,-.1869412,7.371812E-03,2.603394E-02,.1863187
31.965,.0435532,-.1860301,-3.976558E-03,2.604235E-02,.1863789
31.965,.0435521,-.1860312,-3.980853E-03,2.604234E-02,.1863788
31.97,.041013,-.1847335,-1.514213E-02,2.599446E-02,.1860362
31.975,3.803654E-02,-.1830574,-2.609531E-02,2.589129E-02,.1852978
31.975,.0380354,-.1830586,-2.609944E-02,2.589124E-02,.1852974
31.98,.0350374,-.1810142,-3.681498E-02,2.573388E-02,.1841712
31.985,3.495593E-02,-.1786147,-.0473461,2.552346E-02,.1826653
31.985,.0349559,-.1786148,-4.735009E-02,2.552337E-02,.1826647
31.99,.0349457,-.1758438,-5.775223E-02,.0252606,.1807841
31.995,3.264198E-02,-.1727165,-6.795306E-02,2.494628E-02,.1785346
31.995,.0326411,-.1727174,-.0679569,2.494615E-02,.1785336
32,.0317948,-.1692567,-7.791903E-02,2.458143E-02,.1759235
32.005,.0324168,-.1654594,-8.770148E-02,2.416723E-02,.1729591
32.01,.0261149,-.1613286,-9.714303E-02,2.370516E-02,.1696522
32.015,.0173454,-.1569267,-.106013,2.319689E-02,.1660146
32.02,.0143882,-.1522807,-.1143735,2.264565E-02,.1620695
32.025,.0089327,-.1473607,-.1222931,2.205365E-02,.1578327
32.03,.0034059,-.1422205,-.1296911,2.142381E-02,.1533251
32.035,-.0031815,-.1368662,-.1365403,2.075785E-02,.148559
32.04,-.0106458,-.1313303,-.1427779,2.005914E-02,.1435585
32.045,-.0004181,-.125644,-.1488035,1.933068E-02,.138345
32.05,.0092386,-.1196727,-.1550354,1.857099E-02,.1329082
32.055,.0076683,-.1134617,-.1611669,1.778016E-02,.1272484
32.06,.0132563,-.1070981,-.1670886,1.695933E-02,.1213739
32.065,.0201598,-.1001946,-.1729867,1.610961E-02,.1152926
32.07,.0240857,-9.371348E-02,-.1788267,1.522984E-02,.1089963
32.075,.0285724,-8.672219E-02,-.1845426,1.432117E-02,.1024932
32.08,.0334161,-7.953888E-02,-.1901397,1.338422E-02,9.578763E-02
32.085,.0382903,-7.217242E-02,-.1956141,1.242031E-02,8.888919E-02
32.09,.0443067,-6.461729E-02,-.2009939,1.142855E-02,8.179138E-02
32.095,.0428791,-5.687515E-02,-.206111,1.041038E-02,.0745046
32.1,.0386472,-4.902061E-02,-.2107035,9.368669E-03,6.704932E-02
32.105,.04086,-4.106382E-02,-.2148622,8.304411E-03,5.943268E-02
32.11,.040289,-3.297216E-02,-.2186676,7.220177E-03,5.167308E-02
32.115,.04034,-2.479518E-02,-.2220613,6.117953E-03,4.378473E-02
32.12,.0425018,-1.654297E-02,-.2251041,5.00053E-03,.0357876
32.125,.0414005,-8.201498E-03,-.2277684,3.867914E-03,2.768173E-02
32.13,.0437764,1.794693E-04,-.2300538,2.722991E-03,1.948779E-02
32.135,.0422061,8.613533E-03,-.2319452,1.568424E-03,1.122484E-02
32.14,.0310809,1.706155E-02,-.2331127,4.051309E-04,2.899425E-03
32.145,.0264922,2.539837E-02,-.2334833,-7.618724E-04,-5.452539E-03
32.15,.0237288,3.376069E-02,-.2332641,-1.929218E-03,-1.380695E-02
32.155,-.0484467,4.202583E-02,-.2308014,-3.090386E-03,-2.211715E-02
32.16,-.0517812,4.963621E-02,-.2260959,-4.233097E-03,-3.029526E-02
32.165,-.0552686,5.718847E-02,-.2208513,-5.35093E-03,-3.829532E-02
32.17,-.0580932,6.449132E-02,-.2150921,-6.440396E-03,-4.609238E-02
32.175,-.0631102,7.154444E-02,-.2087841,-7.50056E-03,-5.367971E-02
32.18,-.0621823,7.830597E-02,-.2020371,-8.527951E-03,-6.103251E-02
32.185,-.0558193,8.466896E-02,-.195147,-9.521124E-03,-.0681404
32.19,-.0554828,9.107933E-02,-.1881134,-1.047887E-02,-7.499478E-02
32.195,-.0548403,9.705501E-02,-.1807946,-1.140145E-02,-8.159744E-02
32.2,-.0526479,.1027435,-.1732594,-1.228684E-02,-.087934
32.205,-.0456119,.1081489,-.1656784,-1.313434E-02,-.0939993
32.21,-.0360776,.1132997,-.1582506,-1.394362E-02,-9.979118E-02
32.215,-.0315908,.1177865,-.1509245,-1.471673E-02,-.1053241
32.22,-.0258294,.1235479,-.1435985,-1.545319E-02,-.1105948
32.225,-.0174066,.1272415,-.136394,-1.615269E-02,-.115601
32.23,-.0112169,.1314015,-.1293497,-1.681715E-02,-.1203563
32.235,-.0116044,.1353133,-.1222497,-1.744637E-02,-.1248595
32.24,-.0096261,.138934,-.115004,-1.803967E-02,-.1291056
32.245,-.0047111,.142291,-.1077618,-1.859624E-02,-.1330889
32.25,-.002896,.1454067,-.1005204,-1.911709E-02,-.1368164
32.255,.0000102,.1483129,-9.324709E-02,-1.960161E-02,-.140284
32.26,-.0004283,.150834,-.0859068,-2.004931E-02,-.1434881
32.265,-.0017743,.1531352,-.0783989,-2.046023E-02,-.146429
32.27,-.0010095,.1551475,-7.077097E-02,-2.083327E-02,-.1490987
32.275,-.0015398,.1568862,-6.305681E-02,-2.116795E-02,-.151494
32.28,.0049252,.1583339,-5.541588E-02,-2.146387E-02,-.1536118
32.285,.0116758,.1595519,-4.802781E-02,-2.172242E-02,-.1554622
32.29,.0133277,.1612038,-4.077542E-02,-2.194448E-02,-.1570514
32.295,.0181815,.1612443,-.0336465,-2.213033E-02,-.1583815
32.3,.0234127,.1617351,-2.674641E-02,-2.228125E-02,-.1594616
32.305,.0277567,.1620028,-2.006252E-02,-2.239821E-02,-.1602986
32.31,.0335487,.1620503,-1.361946E-02,-2.248232E-02,-.1609006
32.315,.0361081,.1619006,-7.388449E-03,-2.253475E-02,-.1612758
32.32,.0371789,.161534,-1.254364E-03,-2.255633E-02,-.1614303
32.325,.0411455,.1609522,4.732939E-03,-2.254754E-02,-.1613674
32.33,.0378723,.1601866,.0106702,-2.250908E-02,-.1610921
32.335,.0335895,.1591797,1.674464E-02,-2.244065E-02,-.1606023
32.34,.034344,.1579362,2.285505E-02,-2.234158E-02,-.1598934
32.345,.0321211,.1564966,2.893568E-02,-.0222121,-.1589667
32.35,.0294698,.1548302,.035055,-2.205223E-02,-.1578225
32.355,.0275119,.1528723,4.120314E-02,-2.186154E-02,-.1564578
32.36,.0252074,.1505678,4.735129E-02,-2.164011E-02,-.1548731
32.365,.0231068,.1484672,5.349943E-02,-2.138793E-02,-.1530683
32.37,.0206798,.1460402,5.964288E-02,-2.110523E-02,-.1510451
32.375,.018569,.14318,6.577265E-02,-2.079161E-02,-.1488006
32.38,.017794,.1401962,7.182987E-02,-2.044748E-02,-.1463377
32.385,.0165398,.1370129,7.778108E-02,-2.007362E-02,-.1436621
32.39,.0146737,.1336231,8.365216E-02,-1.966992E-02,-.1407729
32.395,.0133889,.1300299,8.942928E-02,-1.923708E-02,-.1376752
32.4,.0125323,.1262436,9.507795E-02,-1.877565E-02,-.1343728
32.405,.0101054,.1222745,.1006127,-1.828666E-02,-.1308733
32.41,.010187,.1181087,.1060098,-1.776991E-02,-.127175
32.415,.0153977,.1137777,.1110687,-.0172269,-.1232888
32.42,.0170395,.1093301,.1157407,-1.666006E-02,-.1192321
32.425,.0176105,.1047345,.1201403,-1.607013E-02,-.1150101
32.43,.0206493,.1000053,.1242227,-1.545893E-02,-.1106359
32.435,.0229436,9.517562E-02,.1279399,-1.482825E-02,-.1061222
32.44,.0252278,9.025127E-02,.1313031,-1.418035E-02,-.1014854
32.445,.0277465,8.523944E-02,.1343074,-1.351603E-02,-9.673097E-02
32.45,.0298981,8.015902E-02,.1369497,-1.283759E-02,-9.187557E-02
32.455,.0322434,7.501997E-02,.1392312,-1.214684E-02,-8.693201E-02
32.46,.0356799,6.984178E-02,.1411164,-1.144618E-02,-8.191756E-02
32.465,.0337832,6.463846E-02,.1427108,-1.073639E-02,-7.683779E-02
32.47,.0299389,5.938217E-02,.1441894,-1.001896E-02,-7.170328E-02
32.475,.0305201,5.407967E-02,.1454881,-9.295042E-03,-.0665224
32.48,.0298471,4.876708E-02,.1465298,-8.564746E-03,-6.129584E-02
32.485,.0274202,4.343777E-02,.1473866,-7.829739E-03,-5.603557E-02
32.49,.0257376,3.808835E-02,.1480822,-7.090834E-03,-5.074741E-02
32.495,.0284195,3.273855E-02,.1484907,-6.349646E-03,-.0454429
32.5,.0310708,2.744014E-02,.1485076,-5.606829E-03,-4.012673E-02
32.505,.0306527,.0221432,.1482098,-4.864777E-03,-3.481605E-02
32.51,.0323658,1.689733E-02,.1476223,-4.125461E-03,-2.952494E-02
32.515,.0335283,.0117087,.1467079,-3.389349E-03,-2.425676E-02
32.52,.035996,6.583537E-03,.1454516,-2.658638E-03,-1.902724E-02
32.525,.0370259,1.544784E-03,.1438603,-1.93508E-03,-1.384891E-02
32.53,.0291333,-3.406135E-03,.1421936,-1.220398E-03,-8.734098E-03
32.535,.0243406,-8.198836E-03,.1405977,-5.132688E-04,-3.673342E-03
32.54,.0234229,-1.320489E-02,.1389016,1.857125E-04,.0013291
32.545,.0185078,-1.811999E-02,.1371066,8.753542E-04,6.264701E-03
32.55,.0140007,-2.262709E-02,.1353103,1.556542E-03,.0111398
32.555,.0099524,-2.735637E-02,.1334972,2.228718E-03,.0159504
32.56,.0055575,-3.194374E-02,.1316627,2.891764E-03,2.069566E-02
32.565,.0012848,-3.646223E-02,.1298189,3.545114E-03,2.537153E-02
32.57,-.002998,-4.074503E-02,.1279677,4.189718E-03,2.998481E-02
32.575,-7.433699E-03,-4.518073E-02,.1261164,4.825064E-03,3.453183E-02
32.58,-.0120632,-4.981023E-02,.1242651,5.451151E-03,3.901258E-02
32.585,-.0162645,-5.401153E-02,.1224153,6.067513E-03,4.342375E-02
32.59,-.0206696,-5.807153E-02,.1205725,6.675106E-03,4.777214E-02
32.595,-.025911,-6.219829E-02,.1187655,7.273556E-03,.0520551
32.6,-.0272162,-6.626478E-02,.1169196,7.862502E-03,5.627004E-02
32.605,-.0271041,-7.024504E-02,.1149041,8.442268E-03,6.041929E-02
32.61,-.0303162,-7.412925E-02,.1127718,9.011594E-03,6.449382E-02
32.615,-.032325,-7.794189E-02,.1105788,9.570126E-03,.0684911
32.62,-.0334671,-8.166139E-02,.1082802,1.011703E-02,7.240514E-02
32.625,-.035221,-8.528653E-02,.1058707,1.065256E-02,.0762378
32.63,-.0368321,-8.881763E-02,.1033682,.0111758,7.998256E-02
32.635,-.0382496,-9.224673E-02,.1007713,1.168591E-02,8.363328E-02
32.64,-.0399831,-9.557506E-02,9.808394E-02,1.218319E-02,8.719218E-02
32.645,-.0418186,-9.880011E-02,9.532344E-02,1.266684E-02,9.065355E-02
32.65,-.0408804,-.1019198,9.242934E-02,1.313641E-02,9.401412E-02
32.655,-.0400341,-.1049068,.0893441,1.359067E-02,9.726516E-02
32.66,-.0409416,-.1077666,8.611463E-02,1.402945E-02,.1004054
32.665,-.0407377,-.1105055,8.276512E-02,.0144518,.1034281
32.67,-.0403094,-.1131053,7.927185E-02,1.485673E-02,.1063261
32.675,-.0403502,-.1155664,7.564232E-02,1.524415E-02,.1090987
32.68,-.0399729,-.1178868,7.188728E-02,1.561311E-02,.1117393
32.685,-.039565,-.1200585,6.800283E-02,1.596296E-02,.1142431
32.69,-.0414515,-.121945,6.405815E-02,1.629293E-02,.1166046
32.695,-.043287,-.1237805,6.011044E-02,1.660342E-02,.1188267
32.7,-.0436337,-.1257053,5.612404E-02,.0168941,.120907
32.705,-.0449491,-.1270207,5.209894E-02,1.716471E-02,.1228437
32.71,-.0463767,-.1284483,4.807692E-02,1.741502E-02,.1246351
32.715,-.04758,-.1296516,4.405182E-02,1.764539E-02,.1262838
32.72,-.0488852,-.1309568,4.002672E-02,1.785563E-02,.1277885
32.725,-.0502516,-.1323232,3.600469E-02,.0180456,.1291481
32.73,-.0514855,-.1330966,3.199089E-02,1.821562E-02,.1303648
32.735,-.0525256,-.1341367,2.798837E-02,.0183656,.1314382
32.74,-.0549015,-.1344174,2.403724E-02,1.849565E-02,.1323689
32.745,-.0535657,-.1348795,2.009641E-02,1.860596E-02,.1331584
32.75,-.048773,-.1351824,1.598352E-02,1.869628E-02,.1338048
32.755,-.0479573,-.1353044,1.172269E-02,1.876558E-02,.1343008
32.76,-.0468254,-.1352792,7.41501E-03,1.881342E-02,.1346431
32.765,-.0439192,-.1350937,3.010188E-03,1.883954E-02,.1348301
32.77,-.0418288,-.134733,-1.503766E-03,1.884335E-02,.1348573
32.775,-.0395752,-.1342043,-6.102431E-03,1.882436E-02,.1347215
32.78,-.0373012,-.1335028,-1.077838E-02,1.878222E-02,.1344198
32.785,-.0349457,-.1326258,-1.553272E-02,1.871645E-02,.1339492
32.79,-.0327635,-.1315713,-2.035097E-02,1.862675E-02,.1333072
32.795,-.0307648,-.1303406,-.025212,1.851292E-02,.1324925
32.8,-.0272876,-.1289318,-3.014629E-02,1.837454E-02,.1315022
32.805,-.0279912,-.1273328,-3.507483E-02,.0182114,.1303346
32.81,-.0325697,-.1255795,-3.979165E-02,1.802406E-02,.1289939
32.815,-.0326309,-.1237006,-4.430218E-02,1.781391E-02,.1274899
32.82,-.0331102,-.1216581,-4.870674E-02,1.758128E-02,.125825
32.825,-.0356085,-.1194721,-5.293459E-02,1.732703E-02,.1240054
32.83,-.0372604,-.1171638,-5.695046E-02,1.705218E-02,.1220384
32.835,-.0380762,-.1147319,-6.078665E-02,1.675793E-02,.1199325
32.84,-.0420531,-.1121756,-6.438593E-02,.0164448,.1176915
32.845,-.0408804,-.1095314,-6.778891E-02,1.611426E-02,.1153259
32.85,-.0288682,-.1067629,-7.137974E-02,1.576672E-02,.1128386
32.855,-.0243712,-.1037913,-7.523739E-02,1.540013E-02,.110215
32.86,-.0220972,-.1006924,-7.911222E-02,1.501415E-02,.1074527
32.865,-.0147247,-9.746455E-02,-8.306846E-02,.0146087,.104551
32.87,-.0087798,-9.406488E-02,-.0871856,1.418335E-02,.1015069
32.875,-.0027226,-9.050614E-02,-9.142956E-02,1.373677E-02,9.831078E-02
32.88,.0017947,-8.678295E-02,-9.575427E-02,1.326873E-02,9.496111E-02
32.885,.006414,-8.290803E-02,-.1001134,1.277934E-02,9.145869E-02
32.89,.011635,-7.887042E-02,-.1045231,1.226767E-02,8.779675E-02
32.895,.017223,-7.466795E-02,-.1089958,1.173378E-02,8.397587E-02
32.9,.0216894,-7.020155E-02,-.1135025,1.117742E-02,7.999411E-02
32.905,.0209042,-6.577333E-02,-.1178779,1.059918E-02,7.585579E-02
32.91,.0218933,-6.112752E-02,-.1220393,9.999183E-03,7.156176E-02
32.915,.0254011,-5.634759E-02,-.1260797,9.378727E-03,6.712131E-02
32.92,.0261761,-5.142761E-02,-.1299843,8.738833E-03,6.254175E-02
32.925,.0273896,-4.639193E-02,-.1336966,8.079412E-03,5.782242E-02
32.93,.0297247,-4.124198E-02,-.1372461,7.401853E-03,.0529733
32.935,.0275731,-3.597685E-02,-.1405447,6.707076E-03,4.800094E-02
32.94,.0238716,-3.064635E-02,-.1434377,5.997326E-03,4.292143E-02
32.945,.0238512,-2.525779E-02,-.1459789,5.27352E-03,3.774132E-02
32.95,.0225561,-1.979706E-02,-.1482217,4.537723E-03,.0324754
32.955,.0202516,-.0142935,-.1501074,3.791581E-03,2.713544E-02
32.96,.0179572,-8.76878E-03,-.1516087,3.037546E-03,2.173899E-02
32.965,.0164786,-3.225706E-03,-.1527473,2.27635E-03,1.629129E-02
32.97,.0138681,2.324425E-03,-.1535135,1.510368E-03,1.080934E-02
32.975,.0107376,7.83301E-03,-.1538675,7.421608E-04,5.311468E-03
32.98,.0188138,1.335492E-02,-.1540726,-2.780185E-05,-1.989712E-04
32.985,.026533,1.890316E-02,-.1543936,-7.990878E-04,-5.71888E-03
32.99,.0271346,2.447298E-02,-.154646,-1.571953E-03,-1.125009E-02
32.995,.0323046,3.000537E-02,-.1547675,-2.34507E-03,-.0167831
33,.038117,3.555552E-02,-.1548867,-3.119365E-03,-2.232455E-02
33.005,.0428077,4.111274E-02,-.1549911,-3.894243E-03,-2.787017E-02
33.01,.0481204,4.666238E-02,-.1550683,-4.66897E-03,-.0334147
33.015,.053117,5.221932E-02,-.1551261,-5.444634E-03,-3.896594E-02
33.02,.0577873,5.777261E-02,-.1551485,-6.220504E-03,-4.451866E-02
33.025,.0626514,6.332567E-02,-.1551323,-6.996386E-03,-5.007146E-02
33.03,.0673115,6.886879E-02,-.1550776,-7.771502E-03,-5.561879E-02
33.035,.0728281,7.440925E-02,-.1550007,-8.546865E-03,-6.116787E-02
33.04,.0768254,7.994888E-02,-.1548853,-9.321776E-03,-6.671373E-02
33.045,.0767132,8.546872E-02,-.1545942,-1.009517E-02,-7.224868E-02
33.05,.0787119,9.094407E-02,-.1540796,-1.086709E-02,-7.777313E-02
33.055,.0851565,9.638852E-02,-.1535042,-1.163619E-02,-8.327742E-02
33.06,.0794053,.1018281,-.1526789,-1.240204E-02,-8.875842E-02
33.065,6.469081E-02,.1071483,-.1510891,-1.316145E-02,-9.419335E-02
33.07,.0610402,.1122931,-.1487912,-1.391149E-02,-9.956122E-02
33.075,.0560538,.1173378,-.1460316,-1.464891E-02,-.1048388
33.08,.0471109,.12223,-.1426867,-1.537114E-02,-.1100076
33.085,.0393101,.1269197,-.1386993,-1.607448E-02,-.1150412
33.09,.0255949,.1314102,-.1339562,-1.675663E-02,-.1199232
33.095,.01448,.135625,-.1283907,-1.741295E-02,-.1246203
33.1,.0143168,.1395669,-.1223532,-1.803955E-02,-.1291048
33.105,.0124201,.1433016,-.1160724,-1.863586E-02,-.1333724
33.11,.0037933,.1467794,-.1093567,-.0191998,-.1374084
33.115,-8.566001E-04,.1499399,-.1021526,-1.972885E-02,-.1411946
33.12,.0016417,.1524382,-.0947626,-2.022086E-02,-.1447159
33.125,.0028756,.1554388,-8.732366E-02,-2.067621E-02,-.1479747
33.13,.0005404,.1577869,-7.972655E-02,-2.109402E-02,-.1509649
33.135,.0006934,.159831,-7.197414E-02,-2.147311E-02,-.1536779
33.14,.0008158,.1615961,-6.412916E-02,-2.181347E-02,-.1561138
33.145,.0025799,.1633602,-5.624389E-02,-2.211447E-02,-.158268
33.15,.005588,.164271,-4.841005E-02,-2.237611E-02,-.1601405
33.155,.006465,.165148,-4.063358E-02,-.0225986,-.1617328
33.16,.0081067,.1658542,-3.287411E-02,-2.278239E-02,-.1630481
33.165,.0102278,.1662337,-.0251803,-2.292752E-02,-.1640868
33.17,.0120225,.1663486,-1.757618E-02,-2.303432E-02,-.1648511
33.175,.0139293,.1661997,-1.005786E-02,-2.310338E-02,-.1653454
33.18,.0157036,.1657929,-2.64344E-03,-2.313509E-02,-.1655723
33.185,.0179878,.1651322,4.645285E-03,-2.313003E-02,-.1655361
33.19,.0204657,.1642281,1.177342E-02,-2.308893E-02,-.165242
33.195,.0224949,.1630863,1.874631E-02,-2.301255E-02,-.1646954
33.2,.0246669,.1617105,2.555444E-02,-2.290171E-02,-.163902
33.205,.0269613,.1601099,3.218005E-02,-2.275726E-02,-.1628683
33.21,.0293474,.1582942,3.860222E-02,-2.258031E-02,-.1616019
33.215,.0314378,.1562692,4.482533E-02,-2.237162E-02,-.1601083
33.22,.0331306,.1540421,.0508514,-2.213229E-02,-.1583955
33.225,.0378825,.1516206,5.660106E-02,-2.186367E-02,-.156473
33.23,.0340381,.1490355,6.221008E-02,-.0215666,-.154347
33.235,.0222502,.1462232,6.807008E-02,-2.124101E-02,-.1520168
33.24,.0196601,.1436331,7.415018E-02,-2.088539E-02,-.1494717
33.245,.0163664,.1403394,8.022565E-02,-2.049966E-02,-.1467112
33.25,.0088919,.1363581,.0863914,-.0200831,-.1437299
33.255,.0031407,.1326117,9.269198E-02,-1.963533E-02,-.1405254
33.26,-.0019171,.1286364,.0990634,-1.915623E-02,-.1370966
