CALCULO_DEL_ESPECTRO											
ACELEROGRAMA_=	                 C:\Documents and Settings\Juan Manuel\Escritorio\FUK000_AT2.txt										
ARCHIVO_=	C:\Documents and Settings\Juan Manuel\Escritorio\Interaccion Suelo Estructura\FU										

ACELERACION_MAXIMA_ORIGINAL=	0.03369	 g									
CONSTANTE NORMALIZACION_=	1										
ACELERACION_MAXIMA_=	0.03369	 g									
ACELERACION_MAXIMA_=	0.33034	 m/s2									
ESPECTRO_DE_ACELERACIONES_(m/s2_y_g)											
PERIODO	x=0.02	x=0.05	x=0.08	x=0.10	x=0.20	PERIODO	x=0.02	x=0.05	x=0.08	x=0.10	x=0.20
1.32	0.0493	0.0346	0.0272	0.0246	0.0169
1.34	0.044	0.0326	0.0266	0.0244	0.017
1.36	0.0407	0.0314	0.0261	0.0242	0.0171
1.38	0.0385	0.0304	0.0256	0.024	0.0172
1.4	0.0368	0.0294	0.0252	0.0238	0.0172
1.42	0.0359	0.0285	0.025	0.0236	0.0172
1.44	0.0364	0.0276	0.025	0.0235	0.0172
1.46	0.0376	0.0274	0.0251	0.0234	0.0171
1.48	0.0443	0.0286	0.0252	0.0233	0.017
1.5	0.0493	0.0297	0.0252	0.0231	0.0169
1.52	0.0497	0.0302	0.0249	0.0229	0.0168
1.54	0.0481	0.03	0.0244	0.0224	0.0166
1.56	0.0442	0.0304	0.0236	0.0218	0.0165
1.58	0.0409	0.0307	0.0243	0.0211	0.0163
1.6	0.0423	0.0313	0.0248	0.0214	0.0161
1.62	0.0467	0.032	0.0252	0.0217	0.0158
1.64	0.0492	0.0326	0.0254	0.0218	0.0156
1.66	0.0501	0.0329	0.0254	0.0218	0.0154
1.68	0.0486	0.0326	0.0252	0.0216	0.0152
1.7	0.0472	0.0321	0.0247	0.0212	0.015
1.72	0.0473	0.0313	0.0241	0.0208	0.0147
1.74	0.0474	0.0309	0.0239	0.0209	0.0145
1.76	0.0466	0.0302	0.024	0.021	0.0143
1.78	0.0448	0.0302	0.0241	0.021	0.0141
1.8	0.0435	0.03	0.024	0.0209	0.0139
1.82	0.0417	0.0299	0.0238	0.0207	0.0137
1.84	0.0397	0.0297	0.0236	0.0205	0.0135
1.86	0.0387	0.0295	0.0232	0.0203	0.0138
1.88	0.0389	0.0291	0.0228	0.0207	0.0141
1.9	0.0385	0.0285	0.0233	0.0211	0.0143
1.92	0.0373	0.0279	0.0237	0.0215	0.0145
1.94	0.0356	0.0282	0.024	0.0217	0.0147
1.96	0.034	0.0284	0.0242	0.022	0.0149
1.98	0.0336	0.0285	0.0243	0.0221	0.015
2	0.0335	0.0286	0.0245	0.0222	0.0151
2.02	0.0336	0.0286	0.0245	0.0223	0.0152
2.04	0.0338	0.0285	0.0245	0.0223	0.0153
2.06	0.0339	0.0283	0.0244	0.0223	0.0154
2.08	0.0335	0.028	0.0242	0.0221	0.0154
2.1	0.0328	0.0277	0.024	0.022	0.0154
2.12	0.0317	0.0272	0.0237	0.0218	0.0154
2.14	0.0305	0.0267	0.0234	0.0216	0.0154
2.16	0.0293	0.0261	0.0231	0.0214	0.0154
2.18	0.0283	0.0256	0.0227	0.0211	0.0153
2.2	0.0276	0.0251	0.0224	0.0208	0.0152
2.22	0.0272	0.0246	0.022	0.0204	0.0151
2.24	0.0269	0.0241	0.0215	0.0201	0.015
2.26	0.0266	0.0236	0.0211	0.0197	0.0149
2.28	0.0264	0.0232	0.0206	0.0193	0.0148
2.3	0.0262	0.0226	0.0201	0.0188	0.0147
2.32	0.0259	0.022	0.0196	0.0184	0.0145
2.34	0.0264	0.0213	0.019	0.0179	0.0146
2.36	0.0272	0.0205	0.0183	0.0176	0.0146
2.38	0.0276	0.0198	0.0185	0.0178	0.0147
2.4	0.0275	0.0203	0.0189	0.018	0.0148
2.42	0.0267	0.0209	0.0192	0.0183	0.0149
2.44	0.0253	0.0215	0.0195	0.0185	0.0149
2.46	0.0263	0.0221	0.0198	0.0187	0.015
2.48	0.0273	0.0225	0.02	0.0188	0.015
2.5	0.0279	0.0228	0.0202	0.019	0.0151
2.52	0.028	0.0229	0.0203	0.0191	0.0151
2.54	0.0277	0.0229	0.0204	0.0192	0.0151
2.56	0.027	0.0229	0.0205	0.0193	0.0152
2.58	0.0261	0.0227	0.0205	0.0193	0.0152
2.6	0.025	0.0225	0.0205	0.0193	0.0152
2.62	0.0238	0.0223	0.0205	0.0194	0.0152
2.64	0.0229	0.0221	0.0205	0.0194	0.0152
2.66	0.0222	0.022	0.0205	0.0194	0.0152
2.68	0.0219	0.0219	0.0205	0.0194	0.0152
2.7	0.022	0.0219	0.0205	0.0194	0.0152
2.72	0.0224	0.022	0.0205	0.0194	0.0152
2.74	0.0231	0.0222	0.0205	0.0194	0.0151
2.76	0.024	0.0224	0.0206	0.0195	0.0151
2.78	0.0249	0.0226	0.0206	0.0195	0.0151
2.8	0.0257	0.0227	0.0207	0.0195	0.015
2.82	0.0263	0.0229	0.0207	0.0194	0.015
2.84	0.0268	0.023	0.0207	0.0194	0.0149
2.86	0.027	0.0231	0.0207	0.0194	0.0149
2.88	0.0269	0.0231	0.0207	0.0194	0.0148
2.9	0.0267	0.0231	0.0206	0.0193	0.0147
2.92	0.0264	0.023	0.0205	0.0192	0.0147
2.94	0.0259	0.0228	0.0205	0.0192	0.0146
2.96	0.0254	0.0227	0.0204	0.0191	0.0145
2.98	0.0249	0.0225	0.0202	0.019	0.0144
3	0.0245	0.0223	0.0201	0.0188	0.0144
3.02	0.0244	0.0221	0.02	0.0187	0.0143
3.04	0.0246	0.0219	0.0198	0.0186	0.0142
3.06	0.0247	0.0218	0.0196	0.0184	0.0141
3.08	0.0248	0.0216	0.0195	0.0183	0.014
3.1	0.0247	0.0214	0.0193	0.0181	0.0138
3.12	0.0246	0.0212	0.0191	0.0179	0.0138
3.14	0.0243	0.021	0.0189	0.0177	0.014
3.16	0.0247	0.0208	0.0186	0.0175	0.0141
3.18	0.0255	0.0205	0.0184	0.0173	0.0143
3.2	0.0261	0.0203	0.0184	0.0176	0.0144
3.22	0.0264	0.0203	0.0187	0.0178	0.0145
3.24	0.0264	0.0207	0.0189	0.018	0.0147
3.26	0.026	0.0214	0.0191	0.0182	0.0148
3.28	0.0262	0.022	0.0195	0.0184	0.015
3.3	0.0271	0.0226	0.0199	0.0186	0.0151
3.32	0.0279	0.0231	0.0203	0.0189	0.0152
3.34	0.0284	0.0236	0.0207	0.0192	0.0153
3.36	0.0289	0.024	0.021	0.0195	0.0155
3.38	0.0291	0.0244	0.0213	0.0198	0.0156
3.4	0.0292	0.0247	0.0216	0.02	0.0157
3.42	0.0293	0.0249	0.0218	0.0202	0.0158
3.44	0.0293	0.0252	0.0221	0.0204	0.0159
3.46	0.0292	0.0254	0.0223	0.0206	0.016
3.48	0.0291	0.0255	0.0224	0.0208	0.0161
3.5	0.0291	0.0257	0.0226	0.0209	0.0162
3.52	0.0291	0.0258	0.0227	0.021	0.0163
3.54	0.0291	0.0259	0.0228	0.0211	0.0164
3.56	0.0292	0.026	0.0229	0.0212	0.0164
3.58	0.0294	0.0261	0.023	0.0212	0.0165
3.6	0.0297	0.0263	0.0231	0.0213	0.0166
3.62	0.03	0.0263	0.0231	0.0213	0.0167
3.64	0.0303	0.0264	0.0231	0.0213	0.0167
3.66	0.0306	0.0265	0.0231	0.0213	0.0168
3.68	0.031	0.0265	0.0231	0.0213	0.0169
3.7	0.0313	0.0266	0.0231	0.0212	0.0169
3.72	0.0315	0.0265	0.023	0.0212	0.017
3.74	0.0316	0.0265	0.0229	0.0211	0.017
3.76	0.0317	0.0264	0.0228	0.021	0.0171
3.78	0.0317	0.0262	0.0227	0.0211	0.0171
3.8	0.0315	0.026	0.0225	0.0211	0.0172
3.82	0.0312	0.0258	0.0223	0.0212	0.0172
3.84	0.0309	0.0255	0.0223	0.0212	0.0173
3.86	0.0304	0.0251	0.0223	0.0212	0.0173
3.88	0.0298	0.0248	0.0224	0.0212	0.0173
3.9	0.0296	0.0246	0.0224	0.0212	0.0173
3.92	0.0295	0.0245	0.0223	0.0212	0.0174
3.94	0.0292	0.0245	0.0223	0.0212	0.0174
3.96	0.0288	0.0244	0.0222	0.0212	0.0174
3.98	0.0284	0.0243	0.0222	0.0211	0.0174
4	0.0278	0.0241	0.0221	0.0211	0.0174
4.02	0.0272	0.0239	0.022	0.021	0.0174
4.04	0.0265	0.0237	0.0219	0.0209	0.0174
4.06	0.0258	0.0235	0.0218	0.0209	0.0174
4.08	0.0266	0.0233	0.0217	0.0208	0.0174
4.1	0.028	0.0231	0.0216	0.0207	0.0174
4.12	0.0291	0.0229	0.0215	0.0206	0.0174
4.14	0.0297	0.0226	0.0213	0.0205	0.0174
4.16	0.03	0.0224	0.0212	0.0204	0.0174
4.18	0.03	0.0225	0.021	0.0203	0.0174
4.2	0.0298	0.0226	0.0209	0.0202	0.0174
4.22	0.0297	0.0227	0.0207	0.0201	0.0174
4.24	0.0301	0.0227	0.0206	0.02	0.0174
4.26	0.0309	0.0228	0.0205	0.0199	0.0173
4.28	0.0315	0.0228	0.0206	0.0198	0.0173
4.3	0.032	0.0229	0.0207	0.0197	0.0173
4.32	0.0324	0.0229	0.0208	0.0196	0.0173
4.34	0.0326	0.0229	0.0209	0.0196	0.0173
4.36	0.0325	0.023	0.0209	0.0198	0.0172
4.38	0.0322	0.023	0.021	0.0199	0.0172
4.4	0.0322	0.023	0.0211	0.02	0.0172
4.42	0.0322	0.023	0.0212	0.02	0.0172
4.44	0.0321	0.023	0.0213	0.0201	0.0171
4.46	0.0322	0.0231	0.0213	0.0202	0.0171
4.48	0.0325	0.0231	0.0214	0.0203	0.0171
4.5	0.0327	0.0231	0.0214	0.0204	0.0171
4.52	0.0328	0.0232	0.0215	0.0204	0.017
4.54	0.0328	0.0232	0.0216	0.0205	0.017
4.56	0.0327	0.0232	0.0216	0.0206	0.017
4.58	0.0325	0.0232	0.0217	0.0206	0.0169
4.6	0.0322	0.0233	0.0217	0.0207	0.0169
4.62	0.032	0.0233	0.0217	0.0208	0.0169
4.64	0.0324	0.0233	0.0218	0.0208	0.0169
4.66	0.0327	0.0234	0.0218	0.0209	0.0169
4.68	0.0329	0.0234	0.0219	0.0209	0.017
4.7	0.033	0.0235	0.0219	0.021	0.017
4.72	0.0329	0.0235	0.022	0.021	0.0171
4.74	0.0328	0.0235	0.022	0.0211	0.0171
4.76	0.0325	0.0236	0.022	0.0211	0.0172
4.78	0.0321	0.0236	0.0221	0.0211	0.0173
4.8	0.0315	0.0236	0.0221	0.0212	0.0173
4.82	0.0309	0.0236	0.0222	0.0212	0.0174
4.84	0.0302	0.0237	0.0222	0.0213	0.0174
4.86	0.0294	0.0237	0.0222	0.0213	0.0175
4.88	0.0286	0.0237	0.0222	0.0213	0.0175
4.9	0.0285	0.0237	0.0223	0.0214	0.0176
4.92	0.0284	0.0237	0.0223	0.0214	0.0176
4.94	0.0283	0.0237	0.0223	0.0214	0.0177
4.96	0.0282	0.0238	0.0223	0.0214	0.0177
4.98	0.028	0.0238	0.0223	0.0214	0.0177
5	0.0278	0.0238	0.0224	0.0215	0.0178
ESPECTRO_DE_ENERGIA_(RAIZ[2E/M])_(m/s)					
PERIODO	x=0.02	x=0.05	x=0.08	x=0.10	x=0.20
0.02	0.0011	0.0011	0.0011	0.0011	0.0012
0.04	0.0022	0.0023	0.0023	0.0024	0.0027
0.06	0.0034	0.0036	0.0038	0.0039	0.0047
0.08	0.0048	0.0052	0.0056	0.0059	0.0077
0.1	0.0072	0.0078	0.0086	0.0091	0.0115
0.12	0.0119	0.0119	0.0125	0.0131	0.0157
0.14	0.0175	0.0169	0.0178	0.0183	0.0207
0.16	0.0254	0.0223	0.0225	0.0229	0.0256
0.18	0.0188	0.0218	0.0244	0.0258	0.0307
0.2	0.0226	0.0271	0.0304	0.032	0.0371
0.22	0.0427	0.0402	0.0403	0.0409	0.0445
0.24	0.0395	0.0447	0.0475	0.0486	0.0522
0.26	0.0489	0.0555	0.0572	0.058	0.0602
0.28	0.0694	0.0683	0.0679	0.0677	0.0682
0.3	0.0836	0.0775	0.0755	0.0752	0.0759
0.32	0.0664	0.075	0.0789	0.0804	0.0835
0.34	0.082	0.0838	0.087	0.0885	0.0917
0.36	0.0959	0.0976	0.0988	0.0995	0.1005
0.38	0.1082	0.1106	0.1111	0.1111	0.1097
0.4	0.1302	0.1249	0.1238	0.123	0.1187
0.42	0.142	0.1385	0.1363	0.1347	0.1274
0.44	0.1614	0.1535	0.1485	0.1457	0.1355
0.46	0.1666	0.1645	0.1581	0.1545	0.1426
0.48	0.2	0.1723	0.1638	0.1603	0.149
0.5	0.1568	0.165	0.1647	0.1634	0.1547
0.52	0.152	0.1639	0.1673	0.1675	0.1602
0.54	0.1746	0.1743	0.1752	0.1745	0.1656
0.56	0.1833	0.1901	0.1865	0.1835	0.1707
0.58	0.2385	0.2098	0.1973	0.1918	0.1755
0.6	0.2392	0.215	0.2022	0.1966	0.1795
0.62	0.2017	0.2054	0.2015	0.1981	0.1829
0.64	0.1871	0.2004	0.2013	0.1993	0.1857
0.66	0.2072	0.2087	0.2046	0.2016	0.1881
0.68	0.2572	0.2192	0.2079	0.2037	0.1901
0.7	0.2235	0.2144	0.2076	0.204	0.1917
0.72	0.1914	0.2061	0.2056	0.2033	0.193
0.74	0.2161	0.2087	0.2048	0.2025	0.194
0.76	0.2425	0.211	0.2034	0.2011	0.1949
0.78	0.2101	0.2032	0.1995	0.1984	0.1959
0.8	0.1807	0.1905	0.1938	0.195	0.1969
0.82	0.1634	0.1805	0.1885	0.1919	0.1983
0.84	0.1646	0.1742	0.185	0.1901	0.2002
0.86	0.1454	0.1697	0.1838	0.19	0.2026
0.88	0.1399	0.1702	0.1856	0.1921	0.2056
0.9	0.1588	0.1776	0.1903	0.1963	0.2093
0.92	0.1834	0.1883	0.1971	0.2021	0.2136
0.94	0.1989	0.1976	0.2047	0.2091	0.2185
0.96	0.2006	0.2044	0.2127	0.217	0.2239
0.98	0.1941	0.2112	0.2218	0.2259	0.2297
1	0.1929	0.2214	0.2328	0.2362	0.2358
1.02	0.2105	0.2381	0.2462	0.2478	0.242
1.04	0.2594	0.2602	0.2614	0.2605	0.2484
1.06	0.2997	0.2829	0.2771	0.2734	0.2547
1.08	0.3132	0.3031	0.2921	0.286	0.2608
1.1	0.3476	0.3204	0.306	0.2979	0.2665
1.12	0.3552	0.3343	0.3185	0.3088	0.2718
1.14	0.3523	0.3467	0.33	0.3187	0.2765
1.16	0.3703	0.3614	0.3407	0.3274	0.2806
1.18	0.4231	0.378	0.3501	0.3346	0.284
1.2	0.4413	0.3915	0.357	0.3397	0.2866
1.22	0.4695	0.3988	0.3603	0.3422	0.2885
1.24	0.4802	0.3976	0.3592	0.3418	0.2897
1.26	0.4444	0.3855	0.3538	0.3386	0.2903
1.28	0.3801	0.3652	0.3452	0.3334	0.2903
1.3	0.3582	0.3439	0.3351	0.3269	0.2898
1.32	0.3185	0.3262	0.3249	0.3201	0.2889
1.34	0.2925	0.3124	0.3157	0.3134	0.2877
1.36	0.2844	0.3016	0.3079	0.3075	0.2864
1.38	0.2846	0.2927	0.3016	0.3026	0.2848
1.4	0.2583	0.2853	0.2971	0.2989	0.2832
1.42	0.2294	0.2812	0.2948	0.2965	0.2816
1.44	0.2271	0.2833	0.2948	0.2954	0.2798
1.46	0.2537	0.293	0.2969	0.2952	0.2781
1.48	0.3072	0.308	0.3	0.2954	0.2762
1.5	0.3813	0.3231	0.3028	0.2955	0.2742
1.52	0.4271	0.3317	0.3038	0.2946	0.2721
1.54	0.414	0.3301	0.302	0.2925	0.2699
1.56	0.3539	0.3194	0.2975	0.289	0.2676
1.58	0.3046	0.3042	0.2911	0.2844	0.2651
1.6	0.283	0.2892	0.2835	0.2789	0.2624
1.62	0.2781	0.2763	0.2757	0.273	0.2596
1.64	0.2833	0.2651	0.2679	0.267	0.2567
1.66	0.2793	0.255	0.2606	0.261	0.2538
1.68	0.2643	0.2481	0.2539	0.2553	0.2507
1.7	0.2519	0.2415	0.2479	0.2498	0.2476
1.72	0.2449	0.2362	0.2425	0.2447	0.2444
1.74	0.2404	0.2332	0.2376	0.2397	0.2412
1.76	0.2435	0.2309	0.2329	0.2349	0.238
1.78	0.2479	0.2275	0.2281	0.23	0.2348
1.8	0.2451	0.2234	0.223	0.2251	0.2316
1.82	0.2327	0.2173	0.2175	0.2201	0.2284
1.84	0.2129	0.2091	0.2116	0.2149	0.2252
1.86	0.1938	0.1997	0.2055	0.2096	0.222
1.88	0.1814	0.19	0.1992	0.2043	0.2188
1.9	0.171	0.1808	0.1929	0.1991	0.2157
1.92	0.1638	0.1724	0.1869	0.1939	0.2126
1.94	0.1584	0.1647	0.1811	0.1889	0.2096
1.96	0.1522	0.1578	0.1757	0.1841	0.2066
1.98	0.1465	0.1514	0.1706	0.1796	0.2037
2	0.142	0.1473	0.1659	0.1753	0.2009
2.02	0.1386	0.1437	0.1616	0.1713	0.1981
2.04	0.1364	0.1404	0.1577	0.1675	0.1954
2.06	0.1337	0.1374	0.1541	0.164	0.1928
2.08	0.13	0.1344	0.1508	0.1607	0.1903
2.1	0.1252	0.1311	0.1477	0.1576	0.1878
2.12	0.1198	0.1278	0.1448	0.1548	0.1854
2.14	0.115	0.1251	0.1421	0.152	0.1831
2.16	0.1115	0.1228	0.1396	0.1495	0.1808
2.18	0.1084	0.1204	0.1373	0.147	0.1787
2.2	0.1061	0.1181	0.1351	0.1448	0.1765
2.22	0.1045	0.1159	0.133	0.1426	0.1745
2.24	0.1036	0.114	0.1311	0.1407	0.1725
2.26	0.1031	0.1126	0.1294	0.1388	0.1706
2.28	0.1029	0.1117	0.1278	0.137	0.1688
2.3	0.1032	0.1111	0.1264	0.1354	0.167
2.32	0.1044	0.1113	0.1251	0.1338	0.1652
2.34	0.1066	0.1112	0.1239	0.1323	0.1635
2.36	0.1081	0.1108	0.1227	0.1308	0.1619
2.38	0.1085	0.11	0.1214	0.1294	0.1603
2.4	0.1095	0.109	0.1201	0.1279	0.1587
2.42	0.1098	0.1083	0.1187	0.1265	0.1572
2.44	0.1084	0.1072	0.1173	0.125	0.1557
2.46	0.1053	0.1056	0.1157	0.1236	0.1543
2.48	0.1007	0.1036	0.1142	0.1221	0.1529
2.5	0.0949	0.1013	0.1126	0.1206	0.1516
2.52	0.0931	0.0988	0.111	0.1192	0.1502
2.54	0.0934	0.0963	0.1094	0.1177	0.1489
2.56	0.0927	0.0938	0.1078	0.1163	0.1477
2.58	0.091	0.0916	0.1063	0.1149	0.1465
2.6	0.0887	0.0897	0.1049	0.1136	0.1453
2.62	0.086	0.0891	0.1036	0.1124	0.1441
2.64	0.0833	0.0885	0.1024	0.1112	0.143
2.66	0.081	0.0879	0.1012	0.1101	0.1419
2.68	0.0792	0.0874	0.1002	0.1091	0.1408
2.7	0.0783	0.087	0.0992	0.1081	0.1398
2.72	0.0783	0.0869	0.0983	0.1072	0.1388
2.74	0.0791	0.0869	0.0975	0.1063	0.1378
2.76	0.0805	0.0871	0.0967	0.1055	0.1369
2.78	0.0823	0.0874	0.0961	0.1047	0.1359
2.8	0.0841	0.0878	0.0955	0.104	0.135
2.82	0.0858	0.0882	0.095	0.1034	0.1341
2.84	0.0873	0.0885	0.0945	0.1028	0.1333
2.86	0.0883	0.0888	0.0942	0.1022	0.1325
2.88	0.0889	0.089	0.0939	0.1017	0.1317
2.9	0.089	0.0891	0.0936	0.1013	0.1309
2.92	0.0888	0.0891	0.0933	0.1009	0.1301
2.94	0.0883	0.089	0.0931	0.1004	0.1294
2.96	0.0876	0.0889	0.0928	0.1	0.1286
2.98	0.0868	0.0887	0.0926	0.0997	0.1279
3	0.086	0.0885	0.0925	0.0993	0.1272
3.02	0.0854	0.0883	0.0924	0.0989	0.1266
3.04	0.085	0.0881	0.0922	0.0985	0.1259
3.06	0.0847	0.088	0.0921	0.0982	0.1252
3.08	0.0848	0.0878	0.0918	0.0978	0.1246
3.1	0.085	0.0877	0.0916	0.0974	0.124
3.12	0.0853	0.0877	0.0913	0.0971	0.1234
3.14	0.0858	0.0876	0.0909	0.0967	0.1228
3.16	0.0863	0.0875	0.0905	0.0964	0.1222
3.18	0.0866	0.0874	0.09	0.096	0.1217
3.2	0.0869	0.0872	0.0896	0.0957	0.1211
3.22	0.087	0.087	0.0893	0.0953	0.1206
3.24	0.0869	0.0868	0.089	0.0949	0.1201
3.26	0.0866	0.0864	0.0887	0.0946	0.1195
3.28	0.0861	0.0861	0.0883	0.0942	0.119
3.3	0.0853	0.0856	0.0879	0.0938	0.1185
3.32	0.0844	0.0851	0.0876	0.0934	0.118
3.34	0.0833	0.0845	0.0872	0.093	0.1175
3.36	0.0821	0.084	0.0868	0.0926	0.1171
3.38	0.0809	0.0834	0.0864	0.0923	0.1166
3.4	0.0797	0.0827	0.086	0.0919	0.1161
3.42	0.0785	0.0821	0.0856	0.0915	0.1157
3.44	0.0774	0.0815	0.0853	0.0911	0.1152
3.46	0.077	0.081	0.0849	0.0908	0.1148
3.48	0.0767	0.0804	0.0846	0.0904	0.1143
3.5	0.0763	0.0799	0.0843	0.0901	0.1139
3.52	0.0761	0.0795	0.0839	0.0897	0.1135
3.54	0.0759	0.0794	0.0836	0.0894	0.1131
3.56	0.0759	0.0794	0.0833	0.089	0.1127
3.58	0.0759	0.0793	0.0829	0.0887	0.1122
3.6	0.0761	0.0792	0.0826	0.0883	0.1119
3.62	0.0763	0.0791	0.0822	0.088	0.1115
3.64	0.0766	0.0793	0.0823	0.0876	0.1111
3.66	0.0768	0.0798	0.0825	0.0873	0.1107
3.68	0.0776	0.0802	0.0827	0.087	0.1103
3.7	0.0786	0.0807	0.083	0.0866	0.11
3.72	0.0797	0.0812	0.0832	0.0863	0.1096
3.74	0.0807	0.0816	0.0834	0.086	0.1093
3.76	0.0817	0.082	0.0835	0.0857	0.1089
3.78	0.0826	0.0824	0.0837	0.0855	0.1086
3.8	0.0835	0.0828	0.0838	0.0852	0.1082
3.82	0.0842	0.0831	0.0839	0.0851	0.1079
3.84	0.0847	0.0833	0.084	0.0851	0.1076
3.86	0.0851	0.0835	0.0841	0.0851	0.1073
3.88	0.0854	0.0836	0.0841	0.0851	0.107
3.9	0.0856	0.0836	0.0841	0.085	0.1067
3.92	0.0855	0.0836	0.084	0.085	0.1064
3.94	0.0854	0.0836	0.084	0.0849	0.1061
3.96	0.0851	0.0834	0.0838	0.0848	0.1058
3.98	0.0847	0.0832	0.0837	0.0846	0.1055
4	0.0842	0.083	0.0835	0.0845	0.1052
4.02	0.0836	0.0827	0.0833	0.0846	0.1049
4.04	0.0829	0.0823	0.0831	0.0846	0.1047
4.06	0.0821	0.0819	0.0829	0.0847	0.1044
4.08	0.0813	0.0815	0.0826	0.0847	0.1041
4.1	0.0804	0.081	0.0823	0.0848	0.1039
4.12	0.0795	0.0806	0.082	0.0848	0.1036
4.14	0.0787	0.0801	0.0817	0.0848	0.1034
4.16	0.0799	0.0796	0.0817	0.0848	0.1031
4.18	0.0813	0.0791	0.0819	0.0848	0.1029
4.2	0.0824	0.0794	0.0819	0.0848	0.1026
4.22	0.0832	0.0797	0.082	0.0847	0.1024
4.24	0.0835	0.0799	0.0819	0.0846	0.1021
4.26	0.0836	0.0799	0.0819	0.0845	0.1019
4.28	0.0833	0.0798	0.0817	0.0843	0.1016
4.3	0.0827	0.0796	0.0816	0.0842	0.1014
4.32	0.0824	0.0792	0.0813	0.0841	0.1011
4.34	0.0826	0.079	0.0812	0.084	0.1009
4.36	0.0825	0.0789	0.0811	0.0838	0.1006
4.38	0.0821	0.0787	0.0809	0.0836	0.1004
4.4	0.0814	0.0784	0.0807	0.0835	0.1001
4.42	0.0808	0.0779	0.0805	0.0833	0.0999
4.44	0.0804	0.0777	0.0803	0.0832	0.0996
4.46	0.0798	0.0774	0.0801	0.0829	0.0994
4.48	0.079	0.0769	0.0798	0.0827	0.0991
4.5	0.0778	0.0764	0.0795	0.0825	0.0989
4.52	0.0763	0.0758	0.0792	0.0822	0.0986
4.54	0.0745	0.0751	0.0788	0.0819	0.0984
4.56	0.0725	0.0743	0.0784	0.0816	0.0981
4.58	0.0703	0.0735	0.078	0.0813	0.0979
4.6	0.0679	0.0726	0.0775	0.081	0.0976
4.62	0.0668	0.0717	0.0771	0.0806	0.0974
4.64	0.0661	0.0707	0.0766	0.0803	0.0971
4.66	0.0656	0.0698	0.0762	0.0799	0.0968
4.68	0.0654	0.0689	0.0757	0.0796	0.0966
4.7	0.0652	0.0686	0.0752	0.0792	0.0963
4.72	0.065	0.0683	0.0748	0.0788	0.0961
4.74	0.0648	0.0681	0.0744	0.0785	0.0958
4.76	0.0646	0.0679	0.0739	0.0782	0.0955
4.78	0.0643	0.0677	0.0735	0.0778	0.0953
4.8	0.064	0.0674	0.0731	0.0775	0.095
4.82	0.0637	0.0672	0.0728	0.0772	0.0948
4.84	0.0638	0.0669	0.0724	0.0768	0.0945
4.86	0.0639	0.0667	0.0721	0.0765	0.0942
4.88	0.0639	0.0667	0.0718	0.0762	0.094
4.9	0.0639	0.0666	0.0715	0.0759	0.0937
4.92	0.0639	0.0666	0.0712	0.0756	0.0935
4.94	0.0638	0.0665	0.071	0.0753	0.0932
4.96	0.0637	0.0664	0.0707	0.0751	0.0929
4.98	0.0636	0.0663	0.0705	0.0748	0.0927
5	0.0634	0.0661	0.0702	0.0745	0.0924
ESPECTRO DE FOURIER					
PERIODO	FRECUENCIA	FRECUENCIA	ESPECTRO		
(s)	(rad/s)	(Hz)	(ampl/s)		
9.6376	0.65193	0.10376	0.35924		
9.1022	0.69028	0.10986	0.35021		
8.6232	0.72863	0.11597	0.36913		
8.192	0.76698	0.12207	0.21978		
7.8019	0.80533	0.12817	0.20796		
7.4473	0.84368	0.13428	0.38487
7.1235	0.88203	0.14038	0.88984
6.8267	0.92038	0.14648	1.17737
6.5536	0.95873	0.15259	1.15005
6.3015	0.99708	0.15869	1.17272
6.0681	1.03543	0.16479	1.22986
5.8514	1.07378	0.1709	0.96865
5.6497	1.11212	0.177	0.38381
5.4613	1.15047	0.18311	1.15772
5.2852	1.18882	0.18921	2.30648
5.12	1.22717	0.19531	2.80066
4.9648	1.26552	0.20142	2.23079
4.8188	1.30387	0.20752	0.86977
4.6811	1.34222	0.21362	1.76936
4.5511	1.38057	0.21973	3.50033
4.4281	1.41892	0.22583	4.37165
4.3116	1.45727	0.23193	4.21101
4.201	1.49562	0.23804	3.31337
4.096	1.53396	0.24414	2.4634
3.9961	1.57231	0.25024	2.11566
3.901	1.61066	0.25635	1.12153
3.8102	1.64901	0.26245	0.92688
3.7236	1.68736	0.26855	2.65312
3.6409	1.72571	0.27466	3.17725
3.5617	1.76406	0.28076	2.69184
3.486	1.80241	0.28687	2.05014
3.4133	1.84076	0.29297	1.99749
3.3437	1.87911	0.29907	2.69491
3.2768	1.91746	0.30518	3.25771
3.2125	1.9558	0.31128	3.27687
3.1508	1.99415	0.31738	2.85235
3.0913	2.0325	0.32349	2.40895
3.0341	2.07085	0.32959	2.52187
2.9789	2.1092	0.33569	3.10561
2.9257	2.14755	0.3418	3.16181
2.8744	2.1859	0.3479	1.91699
2.8248	2.22425	0.354	0.27793
2.7769	2.2626	0.36011	1.1348
2.7307	2.30095	0.36621	0.53493
2.6859	2.3393	0.37231	1.33683
2.6426	2.37765	0.37842	1.93932
2.6006	2.41599	0.38452	1.11244
2.56	2.45434	0.39062	1.99011
2.5206	2.49269	0.39673	3.12256
2.4824	2.53104	0.40283	3.21733
2.4454	2.56939	0.40894	4.02775
2.4094	2.60774	0.41504	5.341
2.3745	2.64609	0.42114	5.53754
2.3406	2.68444	0.42725	4.50248
2.3076	2.72279	0.43335	2.94389
2.2756	2.76114	0.43945	1.68703
